"id","created","updated","title","slug","active","affiliation_name","producer_name","actor","lat","lon","notes","disambiguation","county_name_id","location","location_accuracy","location_notes","location_source","email","website","location_verified","description","photo","address","telephone"
7439,"2018-04-28 21:51:42.705418+00","2018-10-05 07:37:20.049391+00","3K F.C.S. Ltd_temp","3k_fcs_ltd",False,"","3K F.C.S. Ltd","Cooperative Society",NULL,NULL,NULL,"",27,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7440,"2018-04-28 21:51:00+00","2019-01-16 19:58:38.08052+00","AA.0001","ibonia_and_shanbrook_ltd",False,"Shanbrook Ltd","Ibonia and Shanbrook Ltd","Cooperative Society","-1.181683333","36.8195","","",14,"0101000020E610000037894160E5684240966957C82CE8F2BF","Verified","","WMS","","",False,NULL,"",NULL,NULL
7441,"2018-04-28 21:51:42.71816+00","2018-04-28 21:51:42.718178+00","AA.0004","rioki_and_rioki_estate_company_ltd",False,"Rioki Estate Co. Ltd","Rioki and Rioki Estate Company Ltd","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7442,"2018-04-28 21:51:42.724101+00","2018-04-28 21:51:42.724118+00","AA.0007","north_moor_and_mumwe_inv_ltd",False,"Mumwe Inv. Ltd","North Moor and Mumwe Inv. Ltd","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7443,"2018-04-28 21:51:42.730911+00","2018-04-28 21:51:42.730929+00","AA.0008","waverley_and_kiu_kenda_company_ltd",False,"Kiu Kenda Co. Ltd","Waverley and Kiu Kenda Company Ltd","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7444,"2018-04-28 21:51:00+00","2019-01-16 19:58:38.00805+00","AA.0010","nyala_and_kugeria_invest_ltd",False,"Kugeria Invest. Ltd","Nyala and Kugeria Invest. Ltd","Estate Producers","-1.134483333","36.86748333","","",14,"0101000020E61000006C169AB1096F42402679D1FED726F2BF","Verified","","WMS","","",False,NULL,"",NULL,NULL
7445,"2018-04-28 21:51:42.744224+00","2018-04-28 21:51:42.744243+00","AA.0015","doondu_estate",False,"","Doondu Estate","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7446,"2018-04-28 21:51:00+00","2019-01-16 19:58:39.596598+00","AA.0017","kiamara_and_mathara_holdings_ltd",False,"Mathara Holdings Ltd","Kiamara and Mathara Holdings Ltd","Estate Producers","-0.696279","37.0661813","","",14,"0101000020E6100000AA8DFBA078884240DB87BCE5EA47E6BF","Proximity","close","WMS","","",False,NULL,"",NULL,NULL
7447,"2018-04-28 21:51:00+00","2019-01-16 19:58:38.062954+00","AA.0018","fairview_estate",False,"","Fairview Estate","Cooperative Society","-1.18000185","36.84871622","","",14,"0101000020E6100000FF9EA3BBA26C42408504D09E49E1F2BF","Verified","","WMS","","",True,NULL,"",NULL,NULL
7448,"2018-04-28 21:51:42.766611+00","2018-04-28 21:51:42.76663+00","AA.0019","barua",False,"","Barua","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7449,"2018-04-28 21:51:42.772564+00","2018-04-28 21:51:42.772582+00","AA.0021","mulaki",False,"","Mulaki","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7450,"2018-04-28 21:51:42.77861+00","2018-04-28 21:51:42.778627+00","AA.0023","ngurunga",False,"","Ngurunga","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7451,"2018-04-28 21:51:00+00","2019-01-16 19:58:39.890819+00","AA.0024","migaa",False,"","Migaa","Estate Producers","-1.137028585","36.84934777","","",14,"0101000020E61000004F8A7F6DB76C42401213B3E24431F2BF","Proximity","","WMS","","",False,NULL,"",NULL,NULL
7452,"2018-04-28 21:51:42.792263+00","2018-04-28 21:51:42.79228+00","AA.0025","kafaso_and_kiamumbi_fcs_ltd",False,"Kiamumbi F.C.S. Ltd","Kafaso and Kiamumbi F.C.S. Ltd","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7453,"2018-04-28 21:51:42.799227+00","2018-04-28 21:51:42.799245+00","AA.0027","farran_estate_and_waiganjo_inv_ltd",False,"Waiganjo Inv. Ltd","Farran Estate and Waiganjo Inv. Ltd","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7454,"2018-04-28 21:51:42.806701+00","2018-04-28 21:51:42.806719+00","AA.0029","braybrock_and_loresho__and__kiora_pl",False,"Loresho & Kiora Pl","Braybrock and Loresho  and  Kiora Pl","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7455,"2018-04-28 21:51:42.813462+00","2018-04-28 21:51:42.813481+00","AA.0031","wamikey",False,"","Wamikey","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7456,"2018-04-28 21:51:42.820191+00","2018-04-28 21:51:42.820213+00","AA.0033","rusi",False,"","Rusi","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7457,"2018-04-28 21:51:42.827591+00","2018-04-28 21:51:42.827609+00","AA.0035","gulmarg",False,"Sasini Tea & Coffee Ltd","Gulmarg","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7458,"2018-04-28 21:51:42.83433+00","2018-04-28 21:51:42.834348+00","AA.0038","anmer_kabazi_and_mboi_kamiti_f_co",False,"Mboi Kamiti F.Co.","Anmer Kabazi and Mboi Kamiti F. Co.","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7459,"2018-04-28 21:51:42.840693+00","2018-04-28 21:51:42.84071+00","AA.0039","kaiya",False,"","Kaiya","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7460,"2018-04-28 21:51:42.846927+00","2018-04-28 21:51:42.846945+00","AA.0040","maakiou_and_mawara_invest_ltd",False,"Mawara Invest. Ltd","Maakiou and Mawara Invest. Ltd","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7461,"2018-04-28 21:51:42.853472+00","2018-04-28 21:51:42.853489+00","AA.0044","ras_and_kiihu",False,"Kiihu","Ras and Kiihu","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7462,"2018-04-28 21:51:42.860672+00","2018-04-28 21:51:42.86069+00","AA.0045","kigutha_and_kigutha_farmers_coop",False,"Kigutha Farmers Co-Op","Kigutha and Kigutha Farmers Co-Op","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7463,"2018-04-28 21:51:42.871097+00","2018-04-28 21:51:42.871114+00","AA.0048","gifhara_and_muthithi_est_ltd",False,"Muthithi Est. Ltd","Gifhara and Muthithi Est. Ltd","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7464,"2018-04-28 21:51:00+00","2019-01-16 19:58:40.075839+00","AA.0050","muhugu",False,"","Muhugu","Estate Producers","-1.322671122","36.67225126","","",14,"0101000020E610000089324C540C56424074A8C531A929F5BF","Proximity","","WMS","","",False,NULL,"",NULL,NULL
7465,"2018-04-28 21:51:42.884513+00","2018-04-28 21:51:42.884544+00","AA.0051","mika_estate_and_fairview_inv_ltd",False,"Fairview Inv. Ltd","Mika Estate and Fairview Inv. Ltd","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7466,"2018-04-28 21:51:00+00","2019-01-16 19:59:37.221099+00","AA.0055","kamiti_valley_and_mboi_kamiti_fco",False,"Mboi Kamiti F.Co.","Kamiti Valley and Mboi Kamiti F.Co.","Estate Producers","-1.3275","36.89639","","",14,"0101000020E6100000103B53E8BC7242403D0AD7A3703DF5BF","Proximity","","Kenya Schools","","",False,NULL,"",NULL,NULL
7467,"2018-04-28 21:51:42.899519+00","2018-04-28 21:51:42.899536+00","AA.0056","kianjibi_and_rioki_estate_company_ltd",False,"Rioki Estate Co. Ltd","Kianjibi and Rioki Estate Company Ltd","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7468,"2018-04-28 21:51:00+00","2019-01-16 19:59:37.192629+00","AA.0059","kamiti_matropi_and_mboi_kamiti_fco",False,"Mboi Kamiti F.Co.","Kamiti Matropi and Mboi Kamiti F.Co.","Estate Producers","-1.3275","36.89639","","",14,"0101000020E6100000103B53E8BC7242403D0AD7A3703DF5BF","Proximity","","Kenya Schools","","",False,NULL,"",NULL,NULL
7469,"2018-04-28 21:51:00+00","2019-01-16 19:59:37.12269+00","AA.0061","kamiti_and_mboi_kamiti_fco",False,"Mboi Kamiti F.Co.","Kamiti and Mboi Kamiti F.Co.","Estate Producers","-1.3275","36.89639","","",14,"0101000020E6100000103B53E8BC7242403D0AD7A3703DF5BF","Proximity","","Kenya Schools","","",False,NULL,"",NULL,NULL
7470,"2018-04-28 21:51:42.91952+00","2018-04-28 21:51:42.919538+00","AA.0062","munene_estate",False,"","Munene Estate","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7471,"2018-04-28 21:51:42.925771+00","2018-04-28 21:51:42.925788+00","AA.0063","riara_and_kiambu_inst_kist",False,"Kiambu Inst. (Kist)","Riara and Kiambu Inst. (Kist)","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7472,"2018-04-28 21:51:00+00","2019-01-16 19:58:38.020351+00","AA.0065","nyala_estate_and_kamiti_properties_ltd",False,"Kamiti Properties Ltd","Nyala Estate and Kamiti Properties Ltd","Estate Producers","-1.134483333","36.86748333","","",14,"0101000020E61000006C169AB1096F42402679D1FED726F2BF","Verified","","WMS","","",False,NULL,"",NULL,NULL
7473,"2018-04-28 21:51:42.938395+00","2018-04-28 21:51:42.938412+00","AA.0068","lisura_and_kinest_company_ltd",False,"Kin-Est Co. Ltd","Lisura and Kin-Est Company Ltd","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7474,"2018-04-28 21:51:42.945307+00","2018-04-28 21:51:42.945324+00","AA.0070","maywal_and_mawara_coffee_estate_ltd",False,"Mawara Coffee Est. Ltd","Maywal and Mawara Coffee Estate Ltd","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7475,"2018-04-28 21:51:42.951423+00","2018-04-28 21:51:42.951441+00","AA.0073","baronsdown",False,"","Baronsdown","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7476,"2018-04-28 21:51:42.957737+00","2018-04-28 21:51:42.957754+00","AA.0074","tonini",False,"","Tonini","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7477,"2018-04-28 21:51:42.963727+00","2018-04-28 21:51:42.963744+00","AA.0081","limoro",False,"","Limoro","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7478,"2018-04-28 21:51:42.970133+00","2018-04-28 21:51:42.97015+00","AA.0086","kifissia",False,"","Kifissia","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7479,"2018-04-28 21:51:42.977736+00","2018-04-28 21:51:42.977782+00","AA.0108","jokimu",False,"","Jokimu","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7480,"2018-04-28 21:51:00+00","2019-01-16 19:59:37.154009+00","AA.0150","kamiti_bridge",False,"","Kamiti Bridge","Estate Producers","-1.3275","36.89639","","",14,"0101000020E6100000103B53E8BC7242403D0AD7A3703DF5BF","Proximity","","Kenya Schools","","",False,NULL,"",NULL,NULL
7481,"2018-04-28 21:51:42.991351+00","2018-04-28 21:51:42.991369+00","AA.0151","kamwaki",False,"","Kamwaki","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7482,"2018-04-28 21:51:42.998795+00","2018-04-28 21:51:42.998813+00","AA.0152","gatecha",False,"","Gatecha","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7483,"2018-04-28 21:51:43.006443+00","2018-04-28 21:51:43.006465+00","AA.0152A","kimenju_farm",False,"","Kimenju Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7484,"2018-04-28 21:51:43.013592+00","2018-04-28 21:51:43.01361+00","AA.0153","mubira",False,"","Mubira","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7485,"2018-04-28 21:51:00+00","2019-01-16 19:58:37.951501+00","AA.0163","ngemwa1",False,"","Ngemwa","Estate Producers","-1.108443686","36.81851072","","XAA01F12",14,"0101000020E6100000A7E992F5C46842403B3E4D722FBCF1BF","Verified","Disambiguation","WMS","","",False,NULL,"",NULL,NULL
7486,"2018-04-28 21:51:43.028068+00","2018-04-28 21:51:43.028101+00","AA.0174","muriru",False,"","Muriru","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7487,"2018-04-28 21:51:43.034912+00","2018-04-28 21:51:43.034929+00","AA.0176","harry",False,"","Harry","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7488,"2018-04-28 21:51:43.042057+00","2018-04-28 21:51:43.042089+00","AA.0176B","ngotho_farm_samson_ngotho_harry",False,"Samson Ngotho Harry","Ngotho Farm : Samson Ngotho Harry","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7489,"2018-04-28 21:51:43.049554+00","2018-04-28 21:51:43.049574+00","AA.0178F","edyson_farm",False,"","Edyson Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7490,"2018-04-28 21:51:00+00","2019-01-16 19:58:41.389471+00","AA.0178G","mutara_farm",False,"","Mutara Farm","Small Estates","0.11104501","36.6719079","","",14,"0101000020E61000004736FC13015642409080551E726DBC3F","Proximity","","Sublocation","","",False,NULL,"",NULL,NULL
7491,"2018-04-28 21:51:00+00","2019-01-16 19:59:35.711149+00","AA.0179B","nyaga_farm",False,"","Nyaga Farm","Small Estates","-1.08139","36.85917","","",14,"0101000020E610000027DA5548F96D4240058BC3995F4DF1BF","Proximity","","Kenya Schools","","",False,NULL,"",NULL,NULL
7492,"2018-04-28 21:51:00+00","2019-01-16 19:58:39.567105+00","AA.0180B","gituri_farm",False,"","Gituri Farm","Estate Producers","-0.6546482","37.1550034","","",14,"0101000020E610000068E2C226D79342401C542CC8E0F2E4BF","Proximity","Disambiguation, Muranga vs Kiambu","WMS","","",False,NULL,"",NULL,NULL
7493,"2018-04-28 21:51:43.082672+00","2018-04-28 21:51:43.082705+00","AA.0195","mukinduri",False,"","Mukinduri","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7494,"2018-04-28 21:51:43.089893+00","2018-04-28 21:51:43.089911+00","AA.0196B","wann_farm",False,"","Wann Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7495,"2018-04-28 21:51:43.097287+00","2018-04-28 21:51:43.09735+00","AA.0201A","muhuti_estate",False,"","Muhuti Estate","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7496,"2018-04-28 21:51:43.105298+00","2018-04-28 21:51:43.105318+00","AA.0201D","jojo",False,"","Jojo","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7497,"2018-04-28 21:51:43.112912+00","2018-04-28 21:51:43.11293+00","AA.0202","muhuti",False,"","Muhuti","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7498,"2018-04-28 21:51:43.120568+00","2018-04-28 21:51:43.120588+00","AA.0202A","kisson",False,"","Kisson","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7499,"2018-04-28 21:51:00+00","2019-01-16 19:59:35.047953+00","AA.0202B","kigumo_farm",False,"","Kigumo Farm","Small Estates","-1.02889","36.83567","","",14,"0101000020E6100000C91F0C3CF76A42402EE7525C5576F0BF","Proximity","","Kenya Schools","","",False,NULL,"",NULL,NULL
7500,"2018-04-28 21:51:43.133723+00","2018-04-28 21:51:43.133741+00","AA.0211","mukunga",False,"","Mukunga","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7501,"2018-04-28 21:51:43.140245+00","2018-04-28 21:51:43.140262+00","AA.0214B","cavan_estate",False,"","Cavan Estate","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7502,"2018-04-28 21:51:43.146861+00","2018-04-28 21:51:43.146878+00","AA.0219","wa_daniel_farm",False,"","Wa Daniel Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7503,"2018-04-28 21:51:43.153752+00","2018-04-28 21:51:43.15377+00","AA.0226A","kihagi",False,"","Kihagi","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7504,"2018-04-28 21:51:43.160103+00","2018-04-28 21:51:43.160135+00","AA.0226C","michwe_farm",False,"","Michwe Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7505,"2018-04-28 21:51:43.166901+00","2018-04-28 21:51:43.166921+00","AA.0226F","vasco_farm",False,"","Vasco Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7506,"2018-04-28 21:51:43.173379+00","2018-04-28 21:51:43.173403+00","AA.0226H","muiriini_farm",False,"","Muiriini Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7507,"2018-04-28 21:51:43.180141+00","2018-04-28 21:51:43.18016+00","AA.0228","ngarariga_farm",False,"","Ngarariga Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7508,"2018-04-28 21:51:43.188193+00","2018-04-28 21:51:43.188233+00","AA.0236","githuya_farm",False,"","Githuya Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7509,"2018-04-28 21:51:43.202272+00","2018-04-28 21:51:43.202296+00","AA.0236B","solona_farm",False,"","Solona Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7510,"2018-04-28 21:51:43.211299+00","2018-04-28 21:51:43.211338+00","AA.0236C","bewa_estate",False,"","Bewa Estate","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7511,"2018-04-28 21:51:43.221267+00","2018-04-28 21:51:43.221304+00","AA.0238","gichuna",False,"","Gichuna","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7512,"2018-04-28 21:51:43.232809+00","2018-04-28 21:51:43.232845+00","AA.0238A","dagim_farm",False,"","Dagim Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7513,"2018-04-28 21:51:43.243239+00","2018-04-28 21:51:43.243277+00","AA.0241","mugochu_farm",False,"","Mugochu Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7514,"2018-04-28 21:51:43.254812+00","2018-04-28 21:51:43.254849+00","AA.0247","kahata",False,"","Kahata","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7515,"2018-04-28 21:51:00+00","2019-01-16 19:58:41.660065+00","AA.0249A","kanjoro_farm",False,"","Kanjoro Farm","Small Estates","-0.0087599","38.079094","","",14,"0101000020E6100000A8A78FC01F0A4340673D21E0B5F081BF","Proximity","","Sublocation","","",False,NULL,"",NULL,NULL
7516,"2018-04-28 21:51:43.275814+00","2018-04-28 21:51:43.275905+00","AA.0249B","pacika",False,"","Pacika","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7517,"2018-04-28 21:51:43.282753+00","2018-04-28 21:51:43.282772+00","AA.0249D","murigia_farm",False,"","Murigia Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7518,"2018-04-28 21:51:43.292266+00","2018-04-28 21:51:43.292303+00","AA.0252C","agken_farm",False,"","Agken Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7519,"2018-04-28 21:51:43.303547+00","2018-04-28 21:51:43.303587+00","AA.0254","mugo_farm",False,"","Mugo Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7520,"2018-04-28 21:51:43.312947+00","2018-04-28 21:51:43.31298+00","AA.0256C","kianyoni_farm",False,"","Kianyoni Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7521,"2018-04-28 21:51:43.322302+00","2018-04-28 21:51:43.322333+00","AA.0258","nduati",False,"","Nduati","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7522,"2018-04-28 21:51:43.330766+00","2018-04-28 21:51:43.330803+00","AA.0258A","amwai_farm",False,"","Amwai Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7523,"2018-04-28 21:51:43.340121+00","2018-04-28 21:51:43.340157+00","AA.0258B","kuruh_farm",False,"","Kuruh Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7524,"2018-04-28 21:51:43.349735+00","2018-04-28 21:51:43.349773+00","AA.0258C","waka",False,"","Waka","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7525,"2018-04-28 21:51:43.359834+00","2018-04-28 21:51:43.35987+00","AA.0258D","simrut_farm_a",False,"","Simrut Farm A","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7526,"2018-04-28 21:51:00+00","2019-01-16 19:58:40.017436+00","AA.0259","mwimuto",False,"","Mwimuto","Estate Producers","-1.233233706","36.74551245","","",14,"0101000020E610000063C1B3F36C5F4240A084394453BBF3BF","Proximity","","WMS","","",False,NULL,"",NULL,NULL
7527,"2018-04-28 21:51:00+00","2019-01-16 19:59:38.729777+00","AA.0260B","sabaki_farm",False,"","Sabaki Farm","Small Estates","-3.175681","40.109384","","",14,"0101000020E6100000535A7F4B000E4440863AAC70CB6709C0","Proximity","Make sure it is not in the Coast","Sublocation","","",False,NULL,"",NULL,NULL
7528,"2018-04-28 21:51:43.391191+00","2018-04-28 21:51:43.391221+00","AA.0266B","fram_farm",False,"","Fram Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7529,"2018-04-28 21:51:43.400295+00","2018-04-28 21:51:43.400326+00","AA.0266C","mwamu_farm",False,"","Mwamu Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7530,"2018-04-28 21:51:43.409343+00","2018-04-28 21:51:43.409375+00","AA.0266E","kamandu_farm",False,"","Kamandu Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7531,"2018-04-28 21:51:43.4184+00","2018-04-28 21:51:43.418458+00","AA.0266F","jonjo_estate",False,"","Jonjo Estate","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7532,"2018-04-28 21:51:43.427026+00","2018-04-28 21:51:43.427056+00","AA.0267","ngiriti",False,"","Ngiriti","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7533,"2018-04-28 21:51:43.435861+00","2018-04-28 21:51:43.435943+00","AA.0267A","ngiriti_farm_a",False,"","Ngiriti Farm A","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7534,"2018-04-28 21:51:43.44486+00","2018-04-28 21:51:43.44488+00","AA.0267B","ngiriti_farm_b",False,"","Ngiriti Farm B","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7535,"2018-04-28 21:51:43.451541+00","2018-04-28 21:51:43.451578+00","AA.0267C","ngiriti_farm_c",False,"","Ngiriti Farm C","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7536,"2018-04-28 21:51:43.460101+00","2018-04-28 21:51:43.460136+00","AA.0267D","ngiriti_d_farm",False,"","Ngiriti D Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7537,"2018-04-28 21:51:43.469687+00","2018-04-28 21:51:43.469707+00","AA.0271A","wanjiru_2",False,"","Wanjiru 2","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7538,"2018-04-28 21:51:43.475799+00","2018-04-28 21:51:43.475817+00","AA.0273","waithera_farm",False,"","Waithera Farm","Small Estates",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
7539,"2018-04-28 21:51:43.482179+00","2018-04-28 21:51:43.482198+00","AA.0275A","wanjiru_1",False,"","Wanjiru 1","Estate Producers",NULL,NULL,"","",14,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,"",NULL,NULL
